epoch,train_loss,train_acc,val_loss,val_acc
1,0.522580028907226,73.29835766423358,0.3905940134217042,83.21415960451978
2,0.3294450968503952,86.0036496350365,0.3197023240489853,87.83986581920904
3,0.28658431238719145,87.89461678832117,0.3163346529527703,88.05614406779661
4,0.2642697128610019,88.84808394160584,0.32318858825017915,88.37173375706215
5,0.250184331845193,89.50729927007299,0.3187320100785522,88.24373234463278
6,0.23991092571811953,89.98631386861314,0.3251756606379303,88.01862641242938
7,0.23257676247697678,90.4014598540146,0.31503993700518274,88.04069562146893
8,0.2204987222043267,90.85994525547446,0.3336908829326675,88.965395480226
9,0.22016823607204605,91.01277372262774,0.3016953928371945,89.06029307909604
10,0.20919929892912398,91.28877737226277,0.33714335021180125,87.72731285310735
11,0.206706641913548,91.53512773722628,0.3207973503665895,88.59683968926554
12,0.20345589873129433,91.58987226277372,0.33663765284039093,89.5899540960452
13,0.1993235286896246,91.70848540145985,0.3234332271215883,89.53919491525424
14,0.19201095315226674,92.08941605839416,0.3071971183339935,89.29864053672317
15,0.19048344887194843,92.21259124087591,0.306436814435928,89.8481638418079
16,0.18320555591235196,92.46806569343066,0.33205632809200186,89.14856991525424
17,0.18432792656830627,92.50456204379562,0.32578774819497774,88.69394420903954
18,0.1809001589561031,92.65967153284672,0.33427416081110356,88.26800847457628
19,0.1751391741916211,93.00410583941606,0.33691569029626106,89.95409604519774
20,0.17246069926360663,92.88321167883211,0.3249482251327545,89.67161016949153
21,0.17043666628318546,93.1455291970803,0.33105975122000253,88.66966807909604
22,0.16811357388531203,93.24133211678833,0.33303257979356193,89.17505296610169
23,0.16425654143095017,93.3462591240876,0.34214067855043917,89.15077683615819
24,0.16140782718349547,93.47627737226277,0.3371407334100748,89.89892302259886
25,0.16167020351238495,93.42153284671532,0.3433097686101519,90.25203036723164
26,0.1589421049875282,93.6587591240876,0.33710487194613026,90.02692443502825
27,0.1568045125009805,93.74315693430657,0.3340385295139847,90.36458333333333
28,0.15850500098708337,93.64279197080292,0.3197470748459579,90.47492937853107
29,0.1492797595741105,93.89142335766424,0.33650781706282895,90.29175494350282
30,0.1521649435760766,93.9073905109489,0.3445857027164096,89.99823446327683
31,0.13591123803579894,94.70574817518248,0.3327863339070922,89.97837217514125
32,0.1283240705375036,94.8882299270073,0.35162514216760743,89.98499293785311
33,0.1303000758544807,94.8220802919708,0.32863921112248373,90.27630649717514
34,0.13107984780340734,94.99771897810218,0.33875268324240326,90.31603107344633
35,0.1325863782669941,94.57116788321167,0.335271983679617,90.37782485875707
36,0.12997056258584025,94.91560218978103,0.34298394686780487,90.20127118644068
37,0.13041343592977436,94.87682481751825,0.33278365605567156,90.41975635593221
38,0.12902815966003567,94.83804744525547,0.3430015520764257,90.13064971751412
39,0.12841037285860873,94.91332116788321,0.3368141774044891,90.31161723163842
40,0.13373835664922304,94.72171532846716,0.3386555168858667,90.185822740113
41,0.1297477943183732,94.8654197080292,0.3424670369777955,90.08430437853107
42,0.12797994174770194,94.8220802919708,0.3505746646199645,90.31382415254237
43,0.1323668279732666,94.61450729927007,0.33571877963600255,90.27189265536722
44,0.12662582923624202,94.99543795620438,0.3337916303164046,90.26085805084746
45,0.1275716480873797,94.98175182481752,0.34982372793294764,90.00264830508475
46,0.12517331747514923,95.08439781021897,0.3402400363458561,90.2145127118644
47,0.1239745335993323,95.1779197080292,0.3366714437742275,90.30941031073446
48,0.12571208361998526,95.02737226277372,0.3400761181096417,90.38665254237289
49,0.1252520499982103,95.13229927007299,0.333752558828386,90.24540960451978
50,0.1273209207249384,94.95894160583941,0.3369800238608579,90.42196327683615
51,0.12802172304287443,95.02509124087591,0.33398949145954776,90.1902365819209
52,0.12598786903341322,95.00684306569343,0.3311175866277245,90.40872175141243
53,0.12643971336312101,94.95894160583941,0.34030498700151435,90.24099576271186
54,0.12305320255512739,95.04790145985402,0.3562715054813165,90.38665254237289
55,0.12304346939943132,95.18020072992701,0.33949263848192923,90.38665254237289
56,0.12396375432229825,95.13229927007299,0.34498603801904876,90.2785134180791
57,0.1221986969864934,95.18248175182482,0.33917499673826923,90.35575564971751
58,0.12456180007625235,95.13686131386861,0.34600956869319194,90.21671963276836
59,0.12413503892012756,95.09808394160584,0.3466490257264672,90.234375
60,0.11947185309590215,95.30337591240875,0.34403170612777345,90.22334039548022
61,0.12215486430447467,95.10036496350365,0.342363982915493,90.39989406779661
62,0.12071679319071509,95.17563868613139,0.3451774766810493,90.46610169491525
63,0.11950126819475723,95.21897810218978,0.34307607865556716,90.42858403954803
64,0.12347475730263403,95.0661496350365,0.34864112362857774,90.32485875706215
65,0.12027521157079804,95.1779197080292,0.3423813579170247,90.40210098870057
66,0.11967055117235567,95.28284671532846,0.3358604651923683,90.40651483050847
67,0.12408996923779049,95.07755474452554,0.3390618081647318,90.30058262711864
68,0.12050094980284246,95.22810218978103,0.34357490587036144,90.36237641242938
69,0.11793433519175453,95.44479927007299,0.3408989858366269,90.33589336158192
70,0.11831878892479152,95.35127737226277,0.3414994103243787,90.32044491525424
71,0.1201692005796154,95.37180656934306,0.3440588305273109,90.26306497175142
72,0.11945315968163692,95.3330291970803,0.34480903366378163,90.37782485875707
73,0.12196139396732524,95.16651459854015,0.34323270690596297,90.40430790960453
74,0.12149838556936622,95.25091240875912,0.34485972861674924,90.24982344632768
75,0.12135529063750793,95.19388686131387,0.3395087038229423,90.39327330508475
76,0.12146990714717085,95.33074817518248,0.3412098911219329,90.18140889830508
77,0.12111949337931881,95.25547445255475,0.34284480354549224,90.3954802259887
78,0.11820587597678613,95.29425182481752,0.34600689709966825,90.20789194915254
79,0.12321487508822966,95.03877737226277,0.34363314094033603,90.02251059322033
80,0.1221720625993109,95.22582116788321,0.34584834533186454,90.5323093220339
81,0.11922207042629267,95.32618613138686,0.35932061854596736,90.22554731638418
82,0.11787086708104089,95.38321167883211,0.34306820256079773,90.37782485875707
83,0.12159203013310033,95.2030109489051,0.3472624543097138,90.20789194915254
84,0.12161297895231821,95.1573905109489,0.34596997639118526,90.26747881355932
85,0.11726928607825815,95.3125,0.34313839456480444,90.41534251412429
86,0.12216672705364054,95.07299270072993,0.3583560560372373,90.33368644067797
87,0.12025477885656113,95.23038321167883,0.3525829245981413,90.22554731638418
88,0.1177075254547335,95.39917883211679,0.3467991273378535,90.37561793785311
89,0.11904540582675568,95.25547445255475,0.3458385821477361,90.44182556497175
90,0.11979516878125876,95.26459854014598,0.3359906720480659,90.24099576271186
91,0.12295630276203155,95.14826642335767,0.3549105140689,90.1659604519774
92,0.12154362315080897,95.23494525547446,0.35531256088980245,90.39327330508475
93,0.12232082029056811,95.2007299270073,0.3503807514931259,90.41975635593221
94,0.12178875730801238,95.11405109489051,0.3505356275565143,90.35354872881356
95,0.11682339170063934,95.37408759124088,0.33869122096038046,89.84154307909604
96,0.11859446064072804,95.37408759124088,0.3402017926092696,90.07106285310735
97,0.11856118134447258,95.30109489051095,0.34395178048284214,90.12182203389831
98,0.12122440609238008,95.24178832116789,0.34569199572910125,90.34913488700565
