stage,epoch,paired,loss,val_loss
5,56,False,0.7111724787522553,nan
5,57,False,0.705306829758663,nan
5,58,False,0.7008111362154601,nan
5,59,False,0.6959762293515915,nan
5,60,False,0.691756982833116,0.5813975037995333
5,61,False,0.6853964885737471,nan
5,62,False,0.681371763829262,nan
5,63,False,0.6769422942406181,nan
5,64,False,0.6725894082163176,nan
5,65,False,0.6686757581229016,0.5635889483534772
5,66,False,0.663645954676647,nan
5,67,False,0.6608233507664469,nan
5,68,False,0.655440650422913,nan
5,69,False,0.651832552872885,nan
5,70,False,0.6476653187877802,0.5481367965169082
5,71,False,0.6423547032844512,nan
5,72,False,0.6404530982817372,nan
5,73,False,0.6354563958190854,nan
5,74,False,0.6328309362252222,nan
5,75,False,0.6287793517422849,0.5299653788531049
5,76,False,0.6240183910147581,nan
5,77,False,0.6218226536813809,nan
5,78,False,0.6187806566101455,nan
5,79,False,0.6154516987448304,nan
5,80,False,0.612763815938372,0.5195849125059495
5,81,False,0.607927735743736,nan
5,82,False,0.6054948607418962,nan
5,83,False,0.6021069558366404,nan
5,84,False,0.5987748412820476,nan
5,85,False,0.5958079325420923,0.5041695715971368
5,86,False,0.5930762586496872,nan
5,87,False,0.5899875008973073,nan
5,88,False,0.5868525309381575,nan
5,89,False,0.5844383902157755,nan
5,90,False,0.5817988199200268,0.49588509761645433
5,91,False,0.5779328515886888,nan
5,92,False,0.5753791857584458,nan
5,93,False,0.5737933408891497,nan
5,94,False,0.5715364302110225,nan
5,95,False,0.5686232539108963,0.4755680491341814
5,96,False,0.5660949028431439,nan
5,97,False,0.5621088326411491,nan
5,98,False,0.5603111611754787,nan
5,99,False,0.5570891456723089,nan
5,100,False,0.5549237354426925,0.4698934133933938
5,101,False,0.5533688039548935,nan
5,102,False,0.5504424713404692,nan
5,103,False,0.5497181903683308,nan
5,104,False,0.5450970906682863,nan
5,105,False,0.5428011184490434,0.45803814592692177
5,106,False,0.5406797248540635,nan
5,107,False,0.5392493172689233,nan
5,108,False,0.5379649377762341,nan
5,109,False,0.534839893882158,nan
5,110,False,0.5332763355678872,0.4493882644373931
5,111,False,0.5303136968091673,nan
5,112,False,0.5279738474152711,nan
5,113,False,0.5274103360016066,nan
5,114,False,0.5239841718765501,nan
5,115,False,0.5220681559779021,0.4383465638442069
5,116,False,0.5205782426135473,nan
5,117,False,0.5178320770085044,nan
5,118,False,0.5165448311278277,nan
5,119,False,0.5148982269830932,nan
5,120,False,0.5131978175208423,0.43462416668486153
5,121,False,0.5110385635640942,nan
5,122,False,0.5086565772837084,nan
5,123,False,0.5080173856013771,nan
5,124,False,0.5059776595492269,nan
5,125,False,0.5037621701917341,0.4257964766111927
6,126,True,3.2007528497574853,nan
6,127,True,2.948487936023867,nan
6,128,True,2.8744448819095956,nan
6,129,True,2.831033803669893,nan
6,130,True,2.7986962269297746,2.8715743110293435
6,131,True,2.7769741570416153,nan
6,132,True,2.7573711050908845,nan
6,133,True,2.7411342245234906,nan
6,134,True,2.729222945690651,nan
6,135,True,2.718923297310471,2.8000668995622275
6,136,True,2.709036614966814,nan
6,137,True,2.7003599004616476,nan
6,138,True,2.692964114209988,nan
6,139,True,2.6858654982341563,nan
6,140,True,2.6804567790056244,2.7507177322300818
6,141,True,2.674455143534554,nan
6,142,True,2.6687993417793456,nan
6,143,True,2.663037051023231,nan
6,144,True,2.659221597566317,nan
6,145,True,2.6541293213196275,2.7172889171426586
6,146,True,2.6508787802181186,nan
6,147,True,2.646028065656648,nan
6,148,True,2.6425550815094025,nan
6,149,True,2.6383190452742404,nan
6,150,True,2.6343349142699783,2.7053005690406815
6,151,True,2.631970974210646,nan
6,152,True,2.6273747004033625,nan
6,153,True,2.625451685362626,nan
6,154,True,2.6216762678680263,nan
6,155,True,2.618431762899742,2.6855643980251336
6,156,True,2.6162354586399803,nan
6,157,True,2.614171593544014,nan
6,158,True,2.610609497165581,nan
6,159,True,2.6089085277235844,nan
6,160,True,2.604888998631012,2.666357748750327
6,161,True,2.6038057102000924,nan
6,162,True,2.60051033697813,nan
6,163,True,2.5987279938609493,nan
6,164,True,2.5968950491914145,nan
6,165,True,2.5946717366467653,2.6559536437316957
6,166,True,2.5926002954965326,nan
6,167,True,2.590423779482648,nan
6,168,True,2.5883003633302657,nan
6,169,True,2.586348543306047,nan
6,170,True,2.584788745201341,2.641616329149677
6,171,True,2.5830342940807838,nan
6,172,True,2.579916125157621,nan
6,173,True,2.578862540307576,nan
6,174,True,2.5765783992691915,nan
6,175,True,2.575214264172049,2.636729322852062
6,176,True,2.573674637618844,nan
6,177,True,2.5722602453241734,nan
6,178,True,2.5707078173555025,nan
6,179,True,2.5679803539637347,nan
6,180,True,2.567229601892795,2.6224431729958417
6,181,True,2.564731172170649,nan
6,182,True,2.5636917909647994,nan
6,183,True,2.5619552343866703,nan
6,184,True,2.560871520226009,nan
6,185,True,2.559008172597895,2.615247873045643
6,186,True,2.558645370971648,nan
6,187,True,2.556854906489028,nan
6,188,True,2.554795813734152,nan
6,189,True,2.5524511999691932,nan
6,190,True,2.5524807849610136,2.607993793783721
6,191,True,2.5507555082362847,nan
6,192,True,2.549655760240108,nan
6,193,True,2.548325971559729,nan
6,194,True,2.546211874819943,nan
6,195,True,2.546290279054989,2.6003903375155684
6,196,True,2.544712231384976,nan
6,197,True,2.5440248941903802,nan
6,198,True,2.542036351502624,nan
6,199,True,2.5400809780243905,nan
6,200,True,2.5387777550287476,2.6002096522668876
6,201,True,2.538032048450672,nan
6,202,True,2.537473554045551,nan
6,203,True,2.535398732114905,nan
6,204,True,2.5353483818820313,nan
6,205,True,2.533130207865593,2.586099438045336
6,206,True,2.5321466051949173,nan
6,207,True,2.5309822164886824,nan
6,208,True,2.529786053110732,nan
6,209,True,2.5289516630083417,nan
6,210,True,2.527056917067497,2.584875436056228
6,211,True,2.526012534281466,nan
6,212,True,2.525922094497919,nan
6,213,True,2.523994472594961,nan
6,214,True,2.522630124136759,nan
6,215,True,2.523271621700132,2.5756699436693213
6,216,True,2.521861552199762,nan
6,217,True,2.5206106522825085,nan
6,218,True,2.5193635692953693,nan
6,219,True,2.5177032344671244,nan
6,220,True,2.5163359535348278,2.573714847150056
6,221,True,2.5164265697133903,nan
6,222,True,2.515318265938734,nan
6,223,True,2.5142582762874004,nan
6,224,True,2.512604835750409,nan
6,225,True,2.5120736818283826,2.562677263966752
