temporal_masking_ratio,spatial_masking_ratio,score,reconstruction_mse,ar_accuracy,ri_accuracy,gc_accuracy,bone_len,joint_angle,smoothness,vel_cons,foot_contact,fid_score
0.5,0.3,0.6349363947449072,0.0019207000101166094,0.0215,0.0395,0,0.014160384000395425,0.07405859375000008,0.004046485990576912,0.0009700327458322136,0.09598828125,0.012071368095412718
0.7,0.7,0.624822507821525,0.0029378105207712164,0.023,0.0795,0,0.013751503456151113,0.08039453125000008,0.0039056575999420603,0.0010964571545209764,0.09245703125,0.014644588467996688
0.7,0.3,0.6195507775956788,0.0018628387687102048,0.02,0.0325,0,0.01410820023715496,0.06744062499999995,0.00393888471936225,0.00098297522626126,0.093625,0.01250993938500983
0.3,0.7,0.6031528257907828,0.002370059143763911,0.0195,0.0585,0,0.013987774837994947,0.07217265625000013,0.003992344178928761,0.0009774199752537243,0.09196484375,0.012369678308046937
0.3,0.3,0.5691903585158452,0.002254080606240789,0.02,0.041,0,0.014513211710727773,0.07876484374999984,0.004023882924084319,0.0009533446898039984,0.08890234375,0.011873026808684678
0.3,0.5,0.5484257659708269,0.0016933873476733048,0.018,0.038,0,0.01390173425793182,0.08435000000000026,0.004048511325294385,0.0010197904987744551,0.092515625,0.013101698660316675
0.5,0.5,0.4619711667235063,0.0017480727673566396,0.015,0.0295,0,0.014140173270367085,0.061971093750000025,0.004039722601126414,0.001029318685803446,0.09077734375,0.012824937563412558
0.5,0.7,0.3677273448526488,0.003226388095155438,0.017,0.077,0,0.014203187648672611,0.08936093749999992,0.004001797637465642,0.0010198071654949673,0.09174609375,0.01324612085303374
0.7,0.5,0.2852007397514591,0.0020597221270925786,0.0155,0.0375,0,0.0143989588287659,0.08560312500000007,0.004147273645328823,0.0011390900959586362,0.09421875,0.014452168268126377
