stage,epoch,paired,loss,val_loss,rec_loss,cross_loss,end_effector_loss,triplet_loss,latent_consistency_loss,smoothing_loss,privacy_loss,privacy_loss_adv,privacy_loss_coop,privacy_acc_adv,privacy_acc_coop,utility_loss,utility_loss_adv,utility_loss_coop,utility_acc_adv,utility_acc_coop,discriminator_loss,discriminator_acc,priv_training_loss,priv_coop_training_loss,util_training_loss,util_coop_training_loss,discriminator_train_loss,priv_training_acc,priv_coop_training_acc,util_training_acc,util_coop_training_acc,discriminator_train_acc
5,99,False,2.278256548958192,nan,0.8462389161757946,nan,0.011808834233467586,0.0,nan,0.012451672316969805,-2.387907204841352e-08,-3.688882298573743,3.6888820556894673,0.02497398543184183,0.02497398543184183,-0.3981840469090425,-4.0622456195327175,4.022427213799817,0.05749219562955255,0.09957075962539022,0.9347989335268518,0.9282973465140478,3.688884295484402,3.688884237182252,4.049489411553533,4.025261948929865,0.5303021684273472,0.02497398543184183,0.02497398543184183,0.06903616024973985,0.09514828303850156,0.720652315296566
5,100,False,2.246819039258203,1.8676228018219179,0.8560361500275122,nan,0.010941202290022782,0.0,nan,0.012658569824171488,-3.5229384216880206e-08,-3.6888822511877404,3.6888818964129557,0.02497398543184183,0.02497398543184183,-0.46894254892847415,-4.067616023828783,4.020721767745083,0.05209417273673257,0.10087148803329865,0.9547724125908763,0.915127471383975,3.688883500590409,3.688883568072046,4.052087591788523,4.0237923214264395,0.5335725142419896,0.02497398543184183,0.02497398543184183,0.0679630593132154,0.09638397502601456,0.7161485431841832
5,101,False,2.2401278113227234,nan,0.8434222947174255,nan,0.010321449565446308,0.0,nan,0.012428358254390192,-4.074948139170826e-08,-3.68888226458483,3.6888818599431,0.02497398543184183,0.02497398543184183,-0.4895682002453601,-4.066650382934078,4.017693565241628,0.0531022372528616,0.10444849115504683,0.9952449411556946,0.9271266909469302,3.6888845500291074,3.688885058126142,4.052515934458881,4.022523029785871,0.5145923947134325,0.02497398543184183,0.02497398543184183,0.06880853277835589,0.0992455775234131,0.739659209157128
5,102,False,2.2501021259067953,nan,0.8588922381649157,nan,0.010881961997827122,0.0,nan,0.01239696746007864,-2.7042273800281284e-08,-3.6888821921413077,3.6888819207261925,0.02497398543184183,0.02497398543184183,-0.48701670365824784,-4.068455311311768,4.0197536387130945,0.052354318418314255,0.10184703433922997,0.9712615193611129,0.91590790842872,3.6888837749826546,3.6888836745044817,4.057156336047027,4.023382466739968,0.5321112794881061,0.02497398543184183,0.02497398543184183,0.062304890738813734,0.10025364203954214,0.7186849635796045
5,103,False,2.2979222804726596,nan,0.8731166314756212,nan,0.011068380007502874,0.0,nan,0.012570966865661923,-3.358575977718421e-08,-3.6888821209382563,3.688881790724803,0.02497398543184183,0.02497398543184183,-0.5034781464925046,-4.067504697486092,4.0171568850200705,0.05261446409989594,0.1040582726326743,1.0063859157954245,0.9147047346514048,3.6888840811309658,3.6888830197837423,4.057276433265916,4.021906734877397,0.5119986243848373,0.02497398543184183,0.02497398543184183,0.06266259105098855,0.09992845993756504,0.7311069198751301
5,104,False,2.2595696485873686,nan,0.8553251986324973,nan,0.010839566694520235,0.0,nan,0.012432219369509466,-2.8003639038594035e-08,-3.6888820678460856,3.688881795438594,0.02497398543184183,0.02497398543184183,-0.5159019763958441,-4.068608825338247,4.017018628542183,0.051476326742976065,0.10457856399583768,1.0166850300286736,0.9339229968782519,3.688883675744953,3.688883633320835,4.054626070373884,4.021963490159653,0.5158763005631771,0.02497398543184183,0.02497398543184183,0.06623959417273673,0.10022112382934444,0.729318418314256
5,105,False,2.3066354315809354,2.031351820961042,0.8474318435983529,nan,0.01092116871623867,0.0,nan,0.012235567261514318,-1.0109840893224424e-08,-3.688882002101108,3.6888819050962547,0.02497398543184183,0.02497398543184183,-0.48933761152094785,-4.06507368886632,4.016139920122542,0.05547606659729448,0.10571670135275754,1.053481488148454,0.9255658168574402,3.6888830656811797,3.688883236121933,4.054143072787234,4.020095009213308,0.48858643120831186,0.02497398543184183,0.02497398543184183,0.0670525494276795,0.10321279916753381,0.7564223465140478
5,106,False,2.2846383518160445,nan,0.8659300551082043,nan,0.010894379960847913,0.0,nan,0.012263508810119996,1.8296951309823345e-09,-3.688881934619471,3.6888819509936916,0.02497398543184183,0.02497398543184183,-0.5289994040339348,-4.067189458505668,4.01428952351073,0.05332986472424558,0.10786290322580645,1.0340927416898706,0.9220213319458896,3.688883242324289,3.6888838166624898,4.054215079911914,4.017996672909168,0.519069213431782,0.02497398543184183,0.02497398543184183,0.06607700312174818,0.10259495317377731,0.7265381113423517
5,107,False,2.264289013615012,nan,0.8558219613567475,nan,0.010390950838815223,0.0,nan,0.012161062557432456,-2.012664644080568e-08,-3.6888819271766433,3.6888817277088624,0.02497398543184183,0.02497398543184183,-0.5331976867739293,-4.068701605642995,4.015381843068721,0.05115114464099896,0.10633454734651404,1.038968656487321,0.9297606659729448,3.688882932950753,3.6888835740263084,4.05444739239521,4.019599291338013,0.508164431128368,0.02497398543184183,0.02497398543184183,0.0661420395421436,0.1022372528616025,0.7361309833506764
5,108,False,2.2674215056862717,nan,0.8655215404408283,nan,0.010540332290480585,0.0,nan,0.012186832763797348,-2.217342404495541e-08,-3.6888818864891855,3.6888816609715076,0.02497398543184183,0.02497398543184183,-0.5645857542039948,-4.070934556897547,4.014475980236677,0.049557752341311136,0.10779786680541104,1.05386337057981,0.9259885535900104,3.6888833475162532,3.6888831919611555,4.054134929341407,4.018657529515357,0.5058957131174427,0.02497398543184183,0.02497398543184183,0.06731269510926119,0.1028225806451613,0.7345863683662851
5,109,False,2.273340536795099,nan,0.86112178333344,nan,0.010328303727454096,2.2220025001370914e-08,nan,0.012142415291219795,-1.8203915964180176e-08,-3.6888818554774034,3.688881677841917,0.02497398543184183,0.02497398543184183,-0.5916243879653661,-4.073011437514322,4.013848989488679,0.04676118626430801,0.10818808532778355,1.0959658086858108,0.9350611342351717,3.6888845185211374,3.6888830607192946,4.054574634976739,4.018244741610508,0.47204154692629,0.02497398543184183,0.02497398543184183,0.0688735691987513,0.102855098855359,0.7688768210197711
5,110,False,2.254999575146031,1.9194994244577968,0.8614350214336963,nan,0.010355944058137804,0.0,nan,0.012359093318419079,-1.2683818789352116e-08,-3.688881832404638,3.688881701410871,0.02497398543184183,0.02497398543184183,-0.6090735833429025,-4.072195075677163,4.011287720965049,0.047671696149843915,0.11075702393340271,1.0937699053463652,0.9361667533818938,3.688883792597347,3.6888828151059823,4.055429735987541,4.016568535944674,0.4988048265801508,0.02497398543184183,0.02497398543184183,0.06409339229968783,0.10500130072840791,0.7488943808532779
5,111,False,2.2268467042963414,nan,0.8530397824516653,nan,0.010363427673066257,3.820165454407109e-09,nan,0.012258824503725698,-2.0436764259616244e-08,-3.68888182669847,3.6888816175550128,0.02497398543184183,0.02497398543184183,-0.6076268802448317,-4.073254100738033,4.012491413755546,0.04689125910509886,0.10978147762747138,1.081254133944953,0.9263462539021852,3.6888832899583863,3.688883494139958,4.0556229865265685,4.017054274972843,0.4827450876367452,0.02497398543184183,0.02497398543184183,0.06532908428720083,0.10451352757544224,0.7580807752341311
5,112,False,2.2497918584677667,nan,0.8602369851922146,nan,0.010613075930443005,0.0,nan,0.012262187589010326,-1.104019434965612e-08,-3.6888817951904995,3.6888816865252156,0.02497398543184183,0.02497398543184183,-0.6242354052620053,-4.073918271387281,4.011494726841954,0.0461108220603538,0.11062695109261186,1.1061536662908549,0.9417598855359001,3.6888828039417407,3.6888832311600477,4.057869550712895,4.016593209662621,0.46599724913611,0.02497398543184183,0.02497398543184183,0.0637031737773153,0.10509885535900104,0.7730228928199792
5,113,False,2.2463334101047776,nan,0.8707166113168714,nan,0.010795114330780712,0.0,nan,0.012210044248124564,-1.1071206131537177e-08,-3.6888817572320787,3.688881647822512,0.02497398543184183,0.02497398543184183,-0.6340555951200837,-4.074094698654873,4.0106891437078,0.046078303850156085,0.11150494276795005,1.0915305560510935,0.9362968262226847,3.688883090986794,3.688883104631978,4.056573089774267,4.015970215216884,0.47250571794241947,0.02497398543184183,0.02497398543184183,0.06396331945889698,0.10597684703433922,0.76619406867846
5,114,False,2.29029556250628,nan,0.8896253149913823,nan,0.011505424069738816,0.0,nan,0.012412823509893978,-1.5102737776074524e-08,-3.6888817234912596,3.6888815711613874,0.02497398543184183,0.02497398543184183,-0.6389243317444292,-4.0748329232064044,4.010940488493778,0.04481009365244537,0.11078954214360041,1.101225383013766,0.9283623829344433,3.688883599083828,3.688883309061644,4.057664758581028,4.016910165951478,0.49069599331231567,0.02497398543184183,0.02497398543184183,0.061394380853277836,0.10516389177939646,0.7505365504682622
5,115,False,2.340819853432593,1.6871370966883674,0.8775632298327634,nan,0.011270401599593112,0.0,nan,0.012181274354473361,-1.994057574951934e-08,-3.6888817103422644,3.688881511370672,0.02497398543184183,0.02497398543184183,-0.6184366287723664,-4.073083967125503,4.011240309160533,0.04770421436004162,0.110724505723205,1.1563158192197938,0.9399063475546305,3.68888309545249,3.6888831607012795,4.0599489487420755,4.015827726251005,0.4706745336101653,0.02497398543184183,0.02497398543184183,0.06152445369406868,0.10539151925078044,0.7640316077003122
5,116,False,2.2158804527182485,nan,0.8632929557071888,nan,0.010330747674887033,0.0,nan,0.012228735615998413,-1.826593952794229e-08,-3.6888816852847444,3.688881502687373,0.02497398543184183,0.02497398543184183,-0.6662924187984725,-4.076952211814666,4.010322971721098,0.042891519250780434,0.11160249739854318,1.1085700240765353,0.9248829344432883,3.6888830656811797,3.688883175835029,4.059647657372577,4.014353462858329,0.494486551068948,0.02497398543184183,0.02497398543184183,0.061004162330905304,0.10737513007284079,0.7487805671175859
5,117,False,2.1393809629280534,nan,0.8437461784181188,nan,0.009514127243562183,0.0,nan,0.012162316262501057,-1.3211019081330076e-08,-3.6888816364101764,3.688881505664504,0.02497398543184183,0.02497398543184183,-0.6753301947967815,-4.07781104565163,4.010278029446796,0.04220863683662851,0.1116350156087409,1.0812177383936903,0.9163306451612904,3.6888837320623487,3.68888319047259,4.061468096603092,4.014480781604795,0.49239631770924897,0.02497398543184183,0.02497398543184183,0.057719823100936526,0.10665972944849116,0.7482277575442248
5,118,False,2.2559192348097166,nan,0.8811132092257569,nan,0.010180468408877376,0.0,nan,0.012436072796614187,-1.6157138360030446e-08,-3.688881607879337,3.6888814515799564,0.02497398543184183,0.02497398543184183,-0.6419711832449414,-4.075072676532598,4.010875555776781,0.04448491155046826,0.11160249739854318,1.0881753331292556,0.9255658168574402,3.6888826287871965,3.6888828691905298,4.059549541552779,4.015699212682607,0.5223925533577505,0.02497398543184183,0.02497398543184183,0.060353798126951096,0.10454604578563996,0.7205710197710719
5,119,False,2.1477521483851336,nan,0.8280339500906564,nan,0.0093540704487382,0.0,nan,0.01187986816918239,-1.5691961631814597e-08,-3.6888815862951367,3.6888814267705308,0.02497398543184183,0.02497398543184183,-0.6596382450734911,-4.076293882296559,4.01033005952587,0.04347684703433923,0.11143990634755463,1.1063288390698467,0.944914151925078,3.688882776155184,3.6888827409258,4.062884954954657,4.0157176937198535,0.4729299709805589,0.02497398543184183,0.02497398543184183,0.057167013527575444,0.1062044745057232,0.7669094693028096
5,120,False,2.2035561657426386,1.6213233484799818,0.840151992288266,nan,0.00929711987220844,0.0,nan,0.012143390062754503,-1.2435724534303663e-08,-3.6888815870394196,3.6888814528204277,0.02497398543184183,0.02497398543184183,-0.6493130901229494,-4.076165302238901,4.011233996154118,0.04406217481789802,0.11062695109261186,1.1268379913408475,0.9348660249739854,3.6888825364961337,3.6888824466860135,4.066135105307715,4.015362830117391,0.4721898061303765,0.02497398543184183,0.02497398543184183,0.053394901144641,0.10558662851196671,0.7651209677419355
5,121,False,2.2211159430638063,nan,0.8710386189288081,nan,0.010305600033435315,0.0,nan,0.012076187834267687,-1.5909044104981993e-08,-3.688881568928539,3.688881413621535,0.02497398543184183,0.02497398543184183,-0.6970982705393145,-4.0790521902546795,4.009342365780928,0.04090790842872008,0.11251300728407908,1.1296028221310983,0.9152900624349636,3.6888825317823426,3.6888827630061884,4.06801354078795,4.01271377096067,0.49061231211246487,0.02497398543184183,0.02497398543184183,0.05183402705515088,0.10851326742976067,0.7458376690946931
5,122,False,2.1893084228395425,nan,0.858530454903562,nan,0.00972872165842883,0.0,nan,0.012079155969973285,-1.674636221577052e-08,-3.688881529977741,3.6888813632584014,0.02497398543184183,0.02497398543184183,-0.7055153305895246,-4.0786895980199835,4.008138065407601,0.04133064516129032,0.11413891779396462,1.1317966718703478,0.9246227887617066,3.6888834058184035,3.6888829319583762,4.065947081618453,4.01157811628296,0.47689078386938905,0.02497398543184183,0.02497398543184183,0.05443548387096774,0.11004162330905307,0.7558695369406868
5,123,False,2.1042516844174615,nan,0.824711631847842,nan,0.009277938392195506,0.0,nan,0.011708888261599328,-1.7149515380224255e-08,-3.6888815354358147,3.6888813674760037,0.02497398543184183,0.02497398543184183,-0.7363971031419196,-4.076976189132039,4.003336482688118,0.042891519250780434,0.1189190946930281,1.1468209337121367,0.9435483870967742,3.6888825744545546,3.6888829185612866,4.064768270696983,4.008436518330728,0.4675765089791474,0.02497398543184183,0.02497398543184183,0.05580124869927159,0.11345603537981269,0.768665452653486
5,124,False,2.1148421496742102,nan,0.8504344587147422,nan,0.009305096760054936,0.0,nan,0.0118584982138883,-1.4265419665285998e-08,-3.6888814892902833,3.688881346139898,0.02497398543184183,0.02497398543184183,-0.7662588272332898,-4.077895437889615,4.001269551891442,0.041688345473465144,0.12047996878251821,1.135351484759665,0.9168834547346514,3.6888831783159715,3.6888828691905298,4.063659509684615,4.008006084721989,0.47654557679309806,0.02497398543184183,0.02497398543184183,0.05625650364203954,0.11582986472424557,0.7599668314255983
5,125,False,2.116823597668702,1.7219312336936008,0.8556329125420236,nan,0.009739108037195797,0.0,nan,0.01189915730998804,1.5536902722409315e-08,-3.6888812697268674,3.688881422801023,0.02497398543184183,0.02497398543184183,-0.7778669311650461,-4.077786291799238,3.999999594365893,0.042013527575442244,0.12194328824141519,1.1379881094323236,0.9287200832466181,3.6888835038156342,3.6888826094358445,4.064127109797514,4.0042971088536445,0.481293498911545,0.02497398543184183,0.02497398543184183,0.05505332986472425,0.1156022372528616,0.757755593132154
5,126,False,2.1471345935106028,nan,0.8665937468735162,nan,0.010070117142508881,0.0,nan,0.011940865716378472,-4.620755500277421e-09,-3.688881455053276,3.6888814148620064,0.02497398543184183,0.02497398543184183,-0.7819250108796277,-4.0801204816359755,4.00192797767012,0.03885926118626431,0.12038241415192508,1.1499793965536151,0.918834547346514,3.688882625313877,3.688883237362404,4.064992208510606,4.008111952246786,0.47997973898074875,0.02497398543184183,0.02497398543184183,0.05589880332986472,0.11482180020811654,0.7569914151925078
5,127,False,2.0934753610241796,nan,0.8516546065427758,nan,0.009722455902825595,0.0,nan,0.011787645480499586,-1.879313981992025e-08,-3.688881498965959,3.688881311406702,0.02497398543184183,0.02497398543184183,-0.7955994382733237,-4.078565544938198,3.999005594561177,0.040550208116545264,0.1225936524453694,1.1406802137486025,0.9161680541103018,3.688882460331197,3.6888827483686275,4.0653367035098675,4.004744437433058,0.4845434723423869,0.02497398543184183,0.02497398543184183,0.05505332986472425,0.11609001040582727,0.750894250780437
5,128,False,2.181455010274943,nan,0.8565706158527847,nan,0.009527995945492316,0.0,nan,0.011940180303666519,-1.1970547806087816e-08,-3.6888814041939537,3.6888812813872973,0.02497398543184183,0.02497398543184183,-0.7968518141033002,-4.0789934249127695,3.999308233578669,0.04113553590010406,0.12249609781477627,1.219817062694498,0.9384430280957337,3.6888824159223255,3.6888827912889335,4.0677186512426085,4.003708538726267,0.4519849311982928,0.02497398543184183,0.02497398543184183,0.05069588969823101,0.11609001040582727,0.7797704214360042
5,129,False,2.0265338840341034,nan,0.8263005481550274,nan,0.008691922998933836,0.0,nan,0.01188304728143204,-7.47383943333462e-09,-3.688881362762213,3.6888812813872973,0.02497398543184183,0.02497398543184183,-0.8272180507632125,-4.079517182648864,3.996795383129854,0.039932362122788764,0.12535770031217483,1.1568097813320457,0.9270291363163371,3.688883134403288,3.6888826268024424,4.065050272986246,4.003577857310268,0.45195104462423136,0.02497398543184183,0.02497398543184183,0.05485822060353798,0.11937434963579605,0.7811199271592092
5,130,False,2.048047123757907,2.173545526483291,0.8468952695611365,nan,0.009370328030383271,0.0,nan,0.012006388996552354,-1.1350312168466685e-08,-3.688881363506496,3.6888812503755153,0.02497398543184183,0.02497398543184183,-0.8478633074805094,-4.0804819294118735,3.995695605114273,0.039184443288241416,0.12542273673257023,1.1567304099015465,0.9198751300728408,3.688882234069237,3.6888825687483866,4.068068871016805,4.002449115530881,0.4757033583866074,0.02497398543184183,0.02497398543184183,0.05108610822060354,0.12061004162330906,0.7653648543184183
5,131,False,2.104602175637785,nan,0.8705505855249689,nan,0.009587800106504674,0.0,nan,0.012144366175548777,-8.18711041659892e-09,-3.6888813243076033,3.6888812354898604,0.02497398543184183,0.02497398543184183,-0.8374442498468088,-4.079464000916258,3.9957195856568717,0.039932362122788764,0.1258779916753382,1.1549243649136387,0.9186069198751301,3.6888829741343994,3.688882511686708,4.0675066157508715,4.000638268616644,0.4997799742916496,0.02497398543184183,0.02497398543184183,0.052646982310093654,0.12126040582726327,0.7463742195629552
5,132,False,2.081545083226324,nan,0.8622828919855291,nan,0.009457472552866147,0.0,nan,0.011846842292238815,-9.489605255603293e-09,-3.6888813176090585,3.688881223581336,0.02497398543184183,0.02497398543184183,-0.8474545434163835,-4.0790252747570435,3.9942798200184546,0.04087539021852237,0.1271136836628512,1.1594358510827174,0.9128186784599376,3.6888828885418814,3.688882867701964,4.068627715234826,3.9999712533186673,0.4907261564102679,0.02497398543184183,0.02497398543184183,0.052321800208116546,0.12191077003121749,0.7458376690946931
5,133,False,2.0812100064742083,nan,0.8359513994186155,nan,0.009235995301238331,0.0,nan,0.011887610896270525,-1.1474359295990911e-08,-3.6888813168647756,3.6888811943062136,0.02497398543184183,0.02497398543184183,-0.8211098511186773,-4.077928852464356,3.995817865218878,0.041818418314255985,0.1258779916753382,1.18551824653558,0.9332401144640999,3.6888822496991747,3.688882627298631,4.069762370092688,4.001999692787861,0.4483339206144043,0.02497398543184183,0.02497398543184183,0.05040322580645161,0.12051248699271593,0.7850546305931322
5,134,False,2.0421438979277626,nan,0.8574113261563224,nan,0.009416733444915478,0.0,nan,0.01193809758243805,-9.737699510651746e-09,-3.688881270223056,3.6888811724739194,0.02497398543184183,0.02497398543184183,-0.8707227042016576,-4.080023189985293,3.992950913561246,0.04019250780437045,0.1286095213319459,1.1528129309074688,0.9058922996878251,3.6888833728218673,3.688882605218242,4.071612662256818,3.9985528739012244,0.4596933494094259,0.02497398543184183,0.02497398543184183,0.047379032258064516,0.1225936524453694,0.773608220603538
5,135,False,2.1485750302556093,1.8146761179155444,0.8665713621351895,nan,0.00952099361500541,0.0,nan,0.01210801886214364,-1.1257276822823516e-08,-3.688881274936847,3.688881161309678,0.02497398543184183,0.02497398543184183,-0.8689271210383674,-4.080060861857451,3.9931681466276268,0.03941207075962539,0.12821930280957336,1.2385143855359875,0.924687825182102,3.688882916328438,3.6888823859029207,4.072700793983785,3.9988096167220037,0.44622174831074307,0.02497398543184183,0.02497398543184183,0.04666363163371488,0.12369927159209157,0.7843392299687825
5,136,False,2.069592268050151,nan,0.8636524016725657,nan,0.009329179877998708,0.0,nan,0.011962076569602095,-1.1071206131537177e-08,-3.688881239459368,3.6888811357559694,0.02497398543184183,0.02497398543184183,-0.886156064290534,-4.080263135584534,3.991647522605793,0.03928199791883455,0.13039802289282,1.183228131387534,0.8902510405827263,3.6888829505654455,3.688882850335366,4.071963903683157,3.997781272981467,0.4682149608133983,0.02497398543184183,0.02497398543184183,0.0479318418314256,0.12304890738813735,0.7668444328824141
5,137,False,2.161274489583244,nan,0.8756008994815004,nan,0.009574315002872284,0.0,nan,0.011933319998418566,-9.985793765700198e-09,-3.6888812263103725,3.6888811238474455,0.02497398543184183,0.02497398543184183,-0.8560988498652019,-4.079182309489096,3.99357243556758,0.04074531737773153,0.12792663891779396,1.2207972706914816,0.9175338189386056,3.6888829994400134,3.6888821549271693,4.073347374502255,3.998963541344475,0.4445378015149272,0.02497398543184183,0.02497398543184183,0.04484261186264308,0.12165062434963579,0.7845343392299687
5,138,False,2.1732910700940935,nan,0.9042562021797331,nan,0.009686615938780119,0.0,nan,0.012339031693024579,-6.481462413140812e-09,-3.6888811833900665,3.688881115660335,0.02497398543184183,0.02497398543184183,-0.8976597423732094,-4.082237607110428,3.9924716408617416,0.036420395421436005,0.1291948491155047,1.215734707949437,0.8982180020811654,3.688882851079649,3.688882374490585,4.076759711016478,3.999926888607791,0.49726452103948743,0.02497398543184183,0.02497398543184183,0.04282648283038502,0.12272372528616025,0.7457888917793964
5,139,False,2.101581333811772,nan,0.8559805864349984,nan,0.008826957372066629,0.0,nan,0.012235377266863506,-7.070686268880886e-09,-3.6888811848786323,3.6888811015189624,0.02497398543184183,0.02497398543184183,-0.8867511888200361,-4.080107725373664,3.9914326072359434,0.038599115504682625,0.1304305411030177,1.23083826716559,0.9091441207075962,3.688882595790661,3.6888824533845583,4.07539424861507,3.9968997975665994,0.440262529467941,0.02497398543184183,0.02497398543184183,0.04211108220603538,0.1225936524453694,0.7900299167533819
5,140,False,2.1016639312351284,1.4973282376940575,0.8614684006550062,nan,0.008779540187490253,0.0,nan,0.01175836056594918,-9.365558128079068e-09,-3.688881158332547,3.6888810608315046,0.02497398543184183,0.02497398543184183,-0.8943135383598018,-4.079541044850504,3.990109692254994,0.038599115504682625,0.13212148803329865,1.2289860579151268,0.9280697190426639,3.688882948332597,3.688882200328418,4.077898157498839,3.996376605485406,0.4467040311843622,0.02497398543184183,0.02497398543184183,0.04133064516129032,0.12464229968782518,0.7911680541103018
5,141,False,2.0900236131210543,nan,0.8612382595546536,nan,0.009032260795665612,0.0,nan,0.012043556982009797,-1.1877512460444646e-08,-3.688881149897342,3.6888810392473044,0.02497398543184183,0.02497398543184183,-0.9071409600582381,-4.082257018501131,3.991542920113602,0.035412330905306974,0.1301053590010406,1.2295251328044579,0.9108675858480749,3.6888825412099244,3.6888821911489305,4.0775082265177085,3.99658511853491,0.4440031116760484,0.02497398543184183,0.02497398543184183,0.038794224765868884,0.12473985431841832,0.7867780957336108
5,142,False,2.0501577735575194,nan,0.8357824257087509,nan,0.008507587699826253,0.0,nan,0.011876389809228038,-1.2187630279255211e-08,-3.6888811392292893,3.688881022128801,0.02497398543184183,0.02497398543184183,-0.9019830527092242,-4.079819603343412,3.989621293904506,0.03814386056191467,0.13238163371488032,1.236439226135131,0.9145421436004162,3.6888825198738187,3.68888189492439,4.079934250427707,3.996669771023769,0.4453659092970619,0.02497398543184183,0.02497398543184183,0.03976977107180021,0.12428459937565037,0.788111342351717
5,143,False,2.0909338961767263,nan,0.85802340240806,nan,0.008742905605165724,0.0,nan,0.011835180090218937,-1.0823111876488724e-08,-3.6888811218626913,3.6888810141897848,0.02497398543184183,0.02497398543184183,-0.9370723212298692,-4.081437512317383,3.987730294683101,0.036420395421436005,0.1343977627471384,1.2677109807760734,0.9225741415192508,3.6888828064226833,3.6888820916631344,4.079656821507941,3.9963042664106134,0.4407704758315379,0.02497398543184183,0.02497398543184183,0.03895681581685744,0.12747138397502603,0.7897697710718002
5,144,False,2.1810376108619196,nan,0.9008401752634674,nan,0.008914721321458003,0.0,nan,0.011930066347897486,-1.0047817329462312e-08,-3.688881103999905,3.688881002529355,0.02497398543184183,0.02497398543184183,-0.9043920677732851,-4.081068775036084,3.9906295670679035,0.03655046826222685,0.13062565036420395,1.239044421483277,0.9044940166493236,3.6888826191115207,3.688882603729677,4.0800486918418635,3.9963789211971825,0.4569198858694529,0.02497398543184183,0.02497398543184183,0.037460978147762745,0.12574791883454733,0.7777868106139438
5,145,False,2.029311975504928,1.6739441761997669,0.8377433458922681,nan,0.008585879762349776,0.0,nan,0.011832599598879497,-1.4296431447167054e-08,-3.6888811074732244,3.6888809695328186,0.02497398543184183,0.02497398543184183,-0.9412267488445873,-4.0824461164385175,3.988323440660919,0.036160249739854315,0.13371488033298648,1.2509683655278367,0.9058922996878251,3.6888820618918237,3.6888824012847645,4.080897557003565,3.9936942925190206,0.43739172106106744,0.02497398543184183,0.02497398543184183,0.0360952133194589,0.12568288241415193,0.7937695109261186
5,146,False,2.0536279089489136,nan,0.8697009205073893,nan,0.008446437693864852,0.0,nan,0.012042049798265519,-1.1536382859753024e-08,-3.688881082663799,3.6888809529105036,0.02497398543184183,0.02497398543184183,-0.9754308607278084,-4.082285513862983,3.984742431065046,0.03619276795005203,0.13722684703433924,1.2450843567530645,0.9135991155046826,3.688882000116354,3.688882368536323,4.080175351153799,3.991771995711153,0.44797602464889763,0.02497398543184183,0.02497398543184183,0.03794875130072841,0.13182882414151925,0.7839652705515089
5,147,False,2.0478310164424682,nan,0.8530792761419616,nan,0.008606370975060871,0.0,nan,0.011849234746546174,-1.0233888020748651e-08,-3.6888810585986564,3.6888809469562416,0.02497398543184183,0.02497398543184183,-0.9907220092201828,-4.08272334465003,3.983651135392045,0.03563995837669095,0.13829994797086367,1.2882404092943507,0.9202653485952134,3.68888238118913,3.6888821698128247,4.081083058814724,3.9892592933746083,0.4455263503477303,0.02497398543184183,0.02497398543184183,0.037460978147762745,0.13140608740894902,0.7858350676378772
5,148,False,2.04827235011882,nan,0.8563421251374402,nan,0.008083620761849692,0.0,nan,0.011829041885105461,-1.0264899802629707e-08,-3.6888810461939436,3.688880940753885,0.02497398543184183,0.02497398543184183,-0.9539731092185061,-4.080338983456376,3.984941678538407,0.037005723204994796,0.13693418314255984,1.2459904712147072,0.9046891259105099,3.688882624073406,3.6888821345834404,4.079561756007009,3.9922575561114577,0.4553858878306122,0.02497398543184183,0.02497398543184183,0.0385340790842872,0.12932492195629552,0.7767950052029137
5,149,False,2.137215365604357,nan,0.8605884058046291,nan,0.008088656297025274,0.0,nan,0.011802662931514456,-1.2900901262519511e-08,-3.6888810283311573,3.6888809057725953,0.02497398543184183,0.02497398543184183,-0.9689509761941296,-4.081698282948394,3.9848031779357718,0.03567247658688866,0.1365114464099896,1.341492898630426,0.9184443288241415,3.6888819155162134,3.688882119449691,4.079573367562428,3.9919312025084084,0.4308287869289936,0.02497398543184183,0.02497398543184183,0.038631633714880334,0.13153616024973985,0.7962896722164412
5,150,False,2.013961162759257,1.5635279911275235,0.8495393677010868,nan,0.00797214688109108,0.0,nan,0.011687030673655027,-1.2156618497374155e-08,-3.6888810079874284,3.6888808866693377,0.02497398543184183,0.02497398543184183,-0.9554583006669282,-4.080232526955818,3.9846866934654246,0.03755853277835588,0.13725936524453694,1.2273074997575424,0.9093392299687825,3.6888827384448573,3.6888821921413077,4.079333194708849,3.991949245411201,0.442899628078156,0.02497398543184183,0.02497398543184183,0.039802289281997916,0.1295525494276795,0.7889242976066597
5,151,False,2.024745476188896,nan,0.8501660212889919,nan,0.00831729160528727,0.0,nan,0.01163348013633992,-1.1257276822823516e-08,-3.6888809883879823,3.6888808730241536,0.02497398543184183,0.02497398543184183,-0.9758577654438634,-4.080847557575968,3.983261783959094,0.03811134235171696,0.13888527575442247,1.2570534777070679,0.9064125910509886,3.688882290882821,3.6888822563977195,4.079720100676728,3.9907414841230158,0.4700877550799442,0.02497398543184183,0.02497398543184183,0.03976977107180021,0.13173126951092612,0.7679663111342352
