stage,epoch,paired,loss,val_loss,rec_loss,cross_loss,end_effector_loss,triplet_loss,latent_consistency_loss,smoothing_loss,privacy_loss,privacy_loss_adv,privacy_loss_coop,privacy_acc_adv,privacy_acc_coop,utility_loss,utility_loss_adv,utility_loss_coop,utility_acc_adv,utility_acc_coop,discriminator_loss,discriminator_acc,priv_training_loss,priv_coop_training_loss,util_training_loss,util_coop_training_loss,discriminator_train_loss,priv_training_acc,priv_coop_training_acc,util_training_acc,util_coop_training_acc,discriminator_train_acc
2,11,False,2.180667418470988,nan,1.0669844649212665,nan,0.01126607993480039,0.0,nan,0.01181080224550679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,12,False,2.0508740161633763,nan,1.0024801042399967,nan,0.010698466955681218,1.844753561886444e-08,nan,0.011738440025748993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,13,False,1.9453302113248208,nan,0.9502037700331546,nan,0.010064719740057152,0.0,nan,0.011619316316602226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,14,False,1.8550145377973861,nan,0.9055352654467016,nan,0.009438863536779082,0.0,nan,0.011501714743724195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,15,False,1.779615049431649,nan,0.8682145052100071,nan,0.008899178959208305,0.0,nan,0.01142895325308939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,16,False,1.7167166894482029,nan,0.8370879373118731,nan,0.008464323368377045,3.385023818652724e-10,nan,0.011358831774610076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,17,False,1.661253055102123,nan,0.809811526667191,nan,0.008084480536367036,3.8532578118889746e-08,nan,0.011181827735845832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,18,False,1.6153937425623328,nan,0.787130599525543,nan,0.007750217003300088,0.0,nan,0.01112744227511097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,19,False,1.569857248034363,nan,0.7646062043219277,nan,0.00745898184127152,0.0,nan,0.011061952679062362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,20,False,1.531353749792236,nan,0.7454627310696303,nan,0.007211118648226037,3.3468594903012e-08,nan,0.011072378344426821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,21,False,1.4957205893221805,nan,0.7277475554538692,nan,0.006981074687434626,1.0177406601600047e-08,nan,0.011081465205485844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,22,False,1.4666824701797454,nan,0.7135769526990717,nan,0.0067988044909869285,1.522461953015686e-09,nan,0.010909919667713786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,23,False,1.434231993559124,nan,0.6974889954530734,nan,0.006619487654099882,4.6551251252405695e-08,nan,0.010878156487801879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,24,False,1.4127528098693871,nan,0.6869931853338533,nan,0.006472836152149382,2.7580974799455857e-08,nan,0.010764525526830234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2,25,False,1.3851604273118288,nan,0.673174769058436,nan,0.006339739207624148,0.0,nan,0.01082371693379735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
3,26,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6309821146708003,3.6287770065383036,4.078230966514405,4.074609871585461,0.42161141112679373,0.09879845213319459,0.10075767429760665,0.04325734911550468,0.0467286680541103,0.9295980749219563
3,27,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62560400729621,3.619919573727309,4.0623550973251135,4.066196208193697,0.05702930481757476,0.10378186784599376,0.11011478928199792,0.06006926378772112,0.05516714360041623,0.9930329734651405
3,28,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.621742298154007,3.611366664953956,4.054251526446546,4.0637218666870565,0.02767485909674677,0.10806614203954214,0.11806549167533818,0.06857277575442247,0.05710197710718002,0.9967237903225806
3,29,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6192793610440828,3.607052037668774,4.049517654355433,4.061841890293403,0.016863394411848656,0.11027738033298647,0.12248796826222685,0.07237740634755463,0.05931321540062435,0.9977237252861603
3,30,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6182076854090535,3.604900019970198,4.047395716348622,4.061316619678541,0.010404504073454739,0.11165127471383975,0.12481302029136317,0.07505202913631634,0.059711563475546306,0.9986667533818938
3,31,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.616694089401277,3.6019564684670375,4.045573304024497,4.060602590519233,0.008332635502278384,0.11299265088449532,0.12804858220603538,0.07714945369406868,0.06105293964620187,0.998991935483871
3,32,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6146235560279236,3.6012494564056396,4.0426674635923865,4.059864293772273,0.006100935612435227,0.11573231009365245,0.12835750520291364,0.08006796305931321,0.061500065036420394,0.9991951742976066
3,33,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6151814793200696,3.600398758323582,4.039584335749901,4.060294303636025,0.0061159515931009595,0.11448848855359,0.12954441987513007,0.08283201092611862,0.06121553069719043,0.9994390608740895
3,34,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.614409896759287,3.59833222249296,4.036472384564958,4.059129614239553,0.0034909138516511437,0.11549655306971904,0.13187760145681582,0.08557167013527575,0.06141876951092612,0.9995853928199792
3,35,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6118611076247804,3.5980766571275153,4.0326823089174875,4.057982691368873,0.002597511508600795,0.11808175078043705,0.13212148803329865,0.09007544224765869,0.06375195109261186,0.9996748178980229
3,36,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.610294484695212,3.5970558792693805,4.033358026617647,4.057562197656463,0.002107959990643736,0.11961010665972945,0.13246292924037462,0.08907550728407908,0.06427224245577523,0.9997723725286161
3,37,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.609137311562291,3.596568050791396,4.030109149732401,4.055241266969091,0.002423730998748657,0.12069946670135276,0.13308077523413112,0.09205905306971904,0.06689808792924037,0.9997398543184183
3,38,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6063811329971616,3.5962191833789836,4.030642201327384,4.053934047671188,0.0020558301677395603,0.12289444588969824,0.13369862122788762,0.09179077783558794,0.06774356139438086,0.9997317247658689
3,39,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6047826919793833,3.5968711299280964,4.028930974428413,4.053007971111619,0.001907590976367566,0.12400819458896982,0.13308890478668053,0.09344920655567118,0.0687272372528616,0.9997723725286161
3,40,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6029818760120658,3.5945646398149345,4.028517436038443,4.051850881834556,0.0018186749904684372,0.12643080124869926,0.13524323621227888,0.09403453433922997,0.06975156087408949,0.9997886316337149
3,41,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6027520199099885,3.594764836745009,4.0285963448972035,4.0506149452261075,0.0008469002930669054,0.12674785379812695,0.1350399973985432,0.09366870447450572,0.07167826482830385,0.9999105749219563
3,42,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.602081615644489,3.5939150712492562,4.028072987585237,4.047166729816909,0.0019525931299230915,0.12727627471383976,0.13576352757544224,0.0945710848074922,0.0749544745057232,0.9997479838709677
3,43,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5986964695163373,3.5935082691144995,4.027842718406225,4.042917053607699,0.0009332889621722194,0.1308695369406868,0.13667403746097814,0.09440849375650365,0.07839327523413112,0.9999187044745057
3,44,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5989953566044104,3.5929455863821644,4.027710827034545,4.043632238886235,0.0008560652919464639,0.13074759365244537,0.1371943288241415,0.09477432362122788,0.07860464360041623,0.9999105749219563
3,45,True,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5975122791671357,3.593260342074979,4.027015460517479,4.041306744505042,0.0008175406966982263,0.13156867845993755,0.13647892819979188,0.0957173517169615,0.0800029266389178,0.9998943158168574
4,46,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7018259454840305,3.703033810971803,4.067963905314625,4.068759965102704,0.0003335285769388086,0.020161290322580645,0.021494536940686784,0.052809573361082204,0.05251690946930281,0.9999024453694069
4,47,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6906665971698422,3.691219728025264,4.057830263499042,4.064510912602452,0.0014315347002231626,0.02220993756503642,0.021396982310093654,0.06253251821019772,0.05807752341311134,0.9997073361082206
4,48,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.689214049467311,3.689261942078494,4.0553859982108476,4.06351652180119,0.0008923067962271647,0.021852237252861603,0.023185483870967742,0.06571930280957336,0.058630332986472425,0.9997886316337149
4,49,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6890665561922136,3.689115574407032,4.0504270376449565,4.058786348547325,0.00012914979025508889,0.023803329864724245,0.024713839750260147,0.06926378772112383,0.06295525494276795,0.9999837408949012
4,50,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6890305316659093,3.6890234413801943,4.044387539765341,4.056555794131372,0.0007478105574333241,0.022957856399583768,0.025169094693028096,0.07550728407908429,0.06493886576482831,0.9997561134235172
4,51,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68898248126678,3.689025101875043,4.037880450208031,4.053725834567639,0.00031898285004985786,0.0227627471383975,0.024291103017689906,0.0828238813735692,0.06760535900104059,0.9999674817898023
4,52,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6889689519427695,3.6889769428106303,4.037962423030842,4.05392030622659,0.00019370696657775146,0.024226066597294486,0.024128511966701353,0.08383194588969824,0.0679955775234131,0.9999674817898023
4,53,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6889426698297667,3.6889621358012064,4.034993713033559,4.05345178543591,0.00037237836076249613,0.023673257023933404,0.02445369406867846,0.08451482830385015,0.06890608740894902,0.9999024453694069
4,54,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6889241198223166,3.6889525176831266,4.0327705783724905,4.0530438956559385,0.0009639713830750581,0.02448621227887617,0.025559313215400625,0.08922996878251821,0.06890608740894902,0.9996097814776275
4,55,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6889135465413547,3.6889355778073916,4.026353272141328,4.051278272602983,0.0003730634285604138,0.02451873048907388,0.02357570239334027,0.09440036420395422,0.07075962539021852,0.9999024453694069
4,56,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6889085424802306,3.688928678554253,4.022123519637458,4.050482440813523,0.00020268366513585825,0.025136576482830384,0.02451873048907388,0.09934313215400624,0.07049947970863683,0.9999349635796045
4,57,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688906514061601,3.688923491647663,4.0159650377378755,4.0512810624228806,7.306771324091969e-05,0.024746357960457856,0.023835848074921957,0.10636706555671176,0.07046696149843913,0.9999837408949012
4,58,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6889003362665562,3.688923711459173,4.01103380368974,4.052287267968756,0.00022051001910313535,0.02497398543184183,0.023770811654526536,0.1113423517169615,0.06962148803329865,0.9999512226847035
4,59,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688894791359956,3.6889108085731563,4.010359726884983,4.052591924984919,0.0006530603614476137,0.02497398543184183,0.023770811654526536,0.11046436004162331,0.07014177939646202,0.9997886316337149
4,60,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688891751461049,3.6889044648030547,4.006488197675977,4.049850089741051,5.718041900928785e-05,0.02497398543184183,0.024193548387096774,0.11521201873048907,0.07271071800208116,1.0
4,61,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688890017282206,3.688899239441855,4.005920257330189,4.046422360714963,0.0013038347299274228,0.02497398543184183,0.024193548387096774,0.1165127471383975,0.07508454734651404,0.999544745057232
4,62,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888904105116005,3.6888923687195554,4.001250907856269,4.045142326345057,8.552943994574253e-05,0.02497398543184183,0.025591831425598337,0.12220343392299687,0.0770681581685744,1.0
4,63,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888896654845524,3.688893159892135,3.9994654901069855,4.043138351946542,0.00012807761769192407,0.02497398543184183,0.025104058272632675,0.12269120707596254,0.07944198751300728,0.9999837408949012
4,64,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888911314735053,3.6888915390923667,3.9982715632987444,4.046025248893714,3.0470866443519584e-05,0.02497398543184183,0.025169094693028096,0.12428459937565037,0.07671045785639959,1.0
4,65,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688889991976592,3.6888891422537684,3.998084855501411,4.0431407616860415,2.782690682324358e-05,0.02497398543184183,0.02448621227887617,0.12356919875130074,0.07931191467221645,1.0
4,66,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688886908165002,3.68888849572014,3.998720062386853,4.043878741120449,0.0005059326486033807,0.02497398543184183,0.025201612903225805,0.12496748178980228,0.07823881373569198,0.9998699271592092
4,67,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888877938614923,3.6888872095995215,3.9979664974232496,4.043790690732672,0.0002810463463870893,0.02497398543184183,0.02484391259105099,0.12444719042663892,0.07849895941727367,0.9999024453694069
4,68,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688887733326494,3.6888862561732996,3.9968155412842656,4.0421342623965675,8.196322301821035e-05,0.02497398543184183,0.025006503642039542,0.1258779916753382,0.08061264308012488,1.0
4,69,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68888745322808,3.6888856265100802,3.9937632016907374,4.0422416112921615,0.0004876064104423752,0.02497398543184183,0.02497398543184183,0.12769901144641,0.07875910509885536,0.9998699271592092
4,70,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888876958642616,3.688886870454675,3.993867840652783,4.041527660282544,0.00018334087711801043,0.02497398543184183,0.02497398543184183,0.12815426638917793,0.08113293444328824,0.9999349635796045
4,71,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688886305047868,3.688886222680575,3.9939901776666074,4.04040060256696,0.0004043010024805475,0.02497398543184183,0.025006503642039542,0.12825182101977106,0.08093782518210198,0.9999349635796045
4,72,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888882416716227,3.688884395714481,3.9921568176872895,4.0430140031364035,0.00030170965224345146,0.02497398543184183,0.02494146722164412,0.1291948491155047,0.07970213319458896,0.9999187044745057
4,73,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888874966445746,3.688884493711712,3.990952189333357,4.041641558370283,3.9942098280224174e-05,0.02497398543184183,0.025006503642039542,0.13098335067637878,0.08188085327783559,1.0
4,74,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888874398309905,3.688886421900262,3.991862477918817,4.042149554926448,2.4360632254688373e-05,0.02497398543184183,0.025006503642039542,0.12968262226847035,0.07992976066597295,1.0
4,75,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888865948219576,3.688884319797639,3.988874710809428,4.041988398108348,1.803082566009529e-05,0.02497398543184183,0.02490894901144641,0.13312955254942768,0.08064516129032258,1.0
4,76,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68888624103955,3.6888839402134286,3.9860405745789116,4.041884310411737,4.631999809010652e-05,0.02497398543184183,0.02497398543184183,0.136576482830385,0.08031997918834548,1.0
4,77,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688887027250244,3.6888844120887017,3.9843876165852463,4.0420563491400525,0.000413068660242105,0.02497398543184183,0.02497398543184183,0.13729188345473464,0.0797996878251821,0.9998699271592092
4,78,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888857247554054,3.688884638598757,3.982346683337463,4.040202927514988,4.128424801369113e-05,0.02497398543184183,0.02497398543184183,0.13999089490114464,0.08194588969823101,1.0
4,79,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888856619875585,3.688883375054716,3.9801387104606034,4.040317611069138,0.0008813049663791906,0.02497398543184183,0.02497398543184183,0.14308012486992716,0.08162070759625391,0.9997235952133194
4,80,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688886132126172,3.6888859257117517,3.9782713846411095,4.0405059277577156,5.0466892433589357e-05,0.02497398543184183,0.02497398543184183,0.14535639958376692,0.08149063475546306,1.0
4,81,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888862998378884,3.6888852608191485,3.9744676365192424,4.039486826272462,6.391645666441073e-05,0.02497398543184183,0.02497398543184183,0.1474375650364204,0.08236862643080124,1.0
4,82,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888858368940087,3.6888849214262076,3.9757231177450096,4.037016063773545,4.405504429152461e-05,0.02497398543184183,0.02497398543184183,0.14610431841831426,0.08500260145681582,1.0
4,83,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888861757907607,3.6888836807068377,3.973164304362127,4.037190028457562,0.00042464856237817665,0.02497398543184183,0.02497398543184183,0.14854318418314255,0.0849700832466181,0.9998536680541104
4,84,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888844279667343,3.688882197103193,3.974596891889463,4.037199821730186,0.00010501628844868075,0.02497398543184183,0.02497398543184183,0.14740504682622269,0.08552289281997918,0.9999674817898023
4,85,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888855292571323,3.688882637966684,3.971059161344006,4.0352662026448005,2.56685031637811e-05,0.02497398543184183,0.02497398543184183,0.15000650364203955,0.08604318418314257,1.0
4,86,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888856160901216,3.688884260255018,3.971703140842307,4.036443820232903,0.0007673044321743788,0.025006503642039542,0.02494146722164412,0.15046175858480748,0.08630332986472425,0.9997723725286161
4,87,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688885369236338,3.688883359672872,3.9692762163501625,4.033818939101808,0.00013221232906634716,0.02497398543184183,0.02497398543184183,0.15273803329864724,0.0879942767950052,0.9999512226847035
4,88,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888898989412464,3.6888830607192946,3.9703393424090683,4.033521251301363,7.632424947029755e-05,0.02497398543184183,0.02497398543184183,0.15254292403746098,0.0882544224765869,0.9999837408949012
4,89,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888843902564075,3.688883957083838,3.9673975863640316,4.035113594410447,1.3038704353791173e-05,0.02497398543184183,0.02497398543184183,0.15527445369406867,0.08653095733610822,1.0
4,90,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688885061847556,3.688883515476064,3.966647698405382,4.033350610336082,1.4213553067445004e-05,0.02497398543184183,0.02497398543184183,0.15550208116545267,0.08916493236212279,1.0
4,91,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688885234273063,3.6888830111004434,3.9666350408845834,4.032080266031588,0.0011266573730385682,0.02497398543184183,0.02497398543184183,0.15546956295525494,0.09020551508844953,0.9997235952133194
4,92,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888853426902526,3.6888846130450483,3.9627052306136528,4.03213975556063,0.00023893172364617874,0.02497398543184183,0.02497398543184183,0.1598920395421436,0.09004292403746098,0.9999349635796045
4,93,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688884996846861,3.688884045653487,3.963095440948915,4.032037024691499,4.562049933076497e-05,0.02497398543184183,0.02497398543184183,0.15781087408949013,0.09121357960457857,1.0
4,94,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688884025309758,3.6888842813430296,3.964779402041162,4.03078722234323,1.409363549700601e-05,0.02497398543184183,0.02497398543184183,0.15813605619146723,0.09095343392299687,1.0
4,95,False,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688884574838533,3.6888836675578425,3.96280724994846,4.031751283373719,1.3467561184777379e-05,0.02497398543184183,0.02497398543184183,0.16037981269510926,0.09069328824141519,1.0
5,96,False,2.229252868241841,nan,0.8881176971868223,nan,0.012726178035647856,1.747290557541116e-08,nan,0.017916033318717883,-1.6994456470818972e-08,-3.68888232115032,3.68888215145385,0.02497398543184183,0.02497398543184183,-0.314501826894643,-4.067904277597084,4.036454092079345,0.05154136316337149,0.08565296566077003,0.701045023769714,0.6499414672216441,3.688884032752586,3.688884737836459,4.061749236764818,4.034445717977311,0.9281071714224469,0.02497398543184183,0.02494146722164412,0.05902055150884495,0.08695369406867846,0.4919517429760666
5,97,False,2.1203987935207143,nan,0.8110854217586855,nan,0.011112159946652345,0.0,nan,0.012750347475371054,-2.673215598147072e-08,-3.6888823476964054,3.6888820829798354,0.02497398543184183,0.02497398543184183,-0.354379306598707,-4.0606279549315865,4.025190016233462,0.059085587929240374,0.09664412070759626,0.8032440816078424,0.8794875130072841,3.6888846333887773,3.688884033993057,4.0540718312814255,4.027473463848404,0.5855574394488062,0.02497398543184183,0.02497398543184183,0.06672736732570239,0.0940751821019771,0.6705580124869928
5,98,False,2.2187486932875586,nan,0.830145026717052,nan,0.011561979019275937,0.0,nan,0.012522401520740105,-3.1383923263629195e-08,-3.6888823186693775,3.6888820033415795,0.02497398543184183,0.02497398543184183,-0.36981788262120147,-4.059985462758345,4.023003677175643,0.05931321540062435,0.09898543184183142,0.8791473723723167,0.9137942247658689,3.688884042676356,3.688883617442803,4.052007467764101,4.027088611356674,0.5567582705514612,0.02497398543184183,0.02497398543184183,0.06835327783558794,0.09576612903225806,0.6994016649323621
